sentiment,en_text,ace_text
neutral,Several models walked around to get their wigs and other items clean and organized to be brought to the disposal center.,papadum models walked rap rap ho cok atra wigs ngeun laen jih barang gleeh ngeun organized ho jeut ba ho nyan teumpat beuh broeh pusat.
neutral,They fought again to get the ball that was thrown in the box.,Awaknyan meulheu keulayi ho cok nyan bola Nyan adalah thrown lam nyan kutak.
neutral,A doctor signed the patient into a medical file to fight HIV.,saboh doto signed nyan saba u dalam saboh medis peuajukan ho meulheu HIV.
neutral,"For safety, there was a tightrope around the kid's kidney.","keu keuamanan, sideh adalah saboh tightrope rap rap nyan aneukmit ' s boh keuing."
neutral,The grass had to be trimmed because the plant is very tall.,nyan naleung adalah ho jeut trimmed sabab nyan pula nakeuh that panyang.
neutral,The sand flows from the gravel through the coarse tissue until it flows to the gravel and survives.,nyan anoe flows dari nyan gravel reut nyan coarse tisu sampe nyan flows ho nyan gravel ngeun survives.
neutral,I walked down the cement stairs and looked at the grain of tissue growing behind me.,ulon walked mate nyan cement rinyeun ngeun looked i nyan bijeh dari tisu growing ilikoet lon.
neutral,The grain flowed down the aisle for the meat to eat.,nyan bijeh flowed mate nyan jurong keu nyan sie ho pajouh.
neutral,This tissue grows near the leaf to ensure survival.,nyo tisu grows rap nyan oen ho peunyakin survival.
neutral,"An assistant helps a woman to fold a paper napkin into a box, then she carefully trims the tissue.","saboh nyang bantu helps saboh ureung ineung ho lipat saboh kreutah napkin u dalam saboh kutak, aleuhnyan getnyan beuteugah trims nyan tisu."
neutral,There are a ton of trees along the road near the creek.,sideh nakeuh saboh ton dari trees ngeun nyan rot rap nyan creek.
neutral,I saw this a few years ago.,ulon ngieng nyo saboh bacut thon dilee.
neutral,The nurse tended to the grains that were steeped while she cut through the tissue.,nyan peurawat tended ho nyan grains Nyan adalah steeped sira getnyan koeh reut nyan tisu.
neutral,How old are you?,kiban tuha nakeuh gata?
neutral,How old are you?,kiban tuha nakeuh gata?
neutral,Someone called an assistant and referred to her below.,soe dihei saboh nyang bantu ngeun referred ho gobnyan diyup.
neutral,The cup held a glass and was referred to below.,nyan mangkok dimat saboh glah ngeun adalah referred ho diyup.
neutral,She poured juice from the fruit into a bowl filled with fruits.,getnyan poured jus dari nyan boh u dalam saboh cawan meuasoe ngeun fruits.
neutral,Call me if I can call you from the surrounding if you are a wealthy person.,hei lon sangkira ulon bisa hei gata dari nyan seukita sangkira gata nakeuh saboh kaya ureung.
neutral,Call me and let me decide whether to serve some eggplant or a stuffed one.,hei lon ngeun bah lon putohkan peukeuh ho idang papadim boh trueng atau saboh stuffed sa.
neutral,The white eggplant is surrounded by green vegetables and white onions and is used for serving.,nyan puteh boh trueng nakeuh surrounded uleh ijo gule rampow ngeun puteh onions ngeun nakeuh seken keu serving.
neutral,There is a big sea on my side of town so I took a boat into town and asked my uncle and aunt what they thought of my new house.,sideh nakeuh saboh rayeuk laot di ata long sampeng dari kuta man ulon cok saboh jalo u dalam kuta ngeun teumanyeung ata long pak wa ngeun mawa peu Awaknyan pikeran dari ata long barow rumoh.
neutral,The man in the red suit was the assistant to the man on the blue suit who was answering questions.,nyan ureung agam lam nyan mirah pah adalah nyan nyang bantu ho nyan ureung agam di nyan blau pah So adalah answering questions.
neutral,The manager is trying to determine whether to walk to work.,nyan ureung uroeh nakeuh trying ho peuteuntee peukeuh ho geujak ngen tapak ho buet.
neutral,She made sure she attached the proper anchors to the cradles.,getnyan dipeugeut teuntee getnyan peucangiek nyan mee anchors ho nyan cradles.
neutral,The priest is trying to find a solution.,nyan pendeta nakeuh trying ho mita saboh solusi.
neutral,A priest takes out a new mug over the sink for us.,saboh pendeta takes luwa saboh barow cangke diateuh nyan nom keu tanyo.
neutral,The solution was to bring a priest over.,nyan solusi adalah ho mee saboh pendeta diateuh.
neutral,The section of ice containing years has been frozen in place for decades and still contains fish.,nyan seksi dari eh containing thon adalah adalah beku lam teumpat keu decades ngeun manteung meungandong eungkot.
neutral,The large picture contains years of frozen portions from a frozen section in the summer.,nyan rayeuk gamba meungandong thon dari beku portions dari saboh beku seksi lam nyan musem seum.
neutral,The frozen section of the wood has had a few years to become fully flexible.,nyan beku seksi dari nyan kayee adalah adalah saboh bacut thon ho jeut keu fully fleksibel.
neutral,A frozen section of the land contains years and miles of hiking trail and also contains lots of frozen sections and years.,saboh beku seksi dari nyan tanoh meungandong thon ngeun miles dari hiking trel ngeun sit meungandong lots dari beku sections ngeun thon.
neutral,This frozen section shows how years of temperatures have changed the appearance of a mountain.,nyo beku seksi shows kiban thon dari temperatures ka changed nyan hie dari saboh gunong.
neutral,This section contains frozen fruit from years ago that has been preserved in a plastic container and frozen solid for several years.,nyo seksi meungandong beku boh dari thon dilee Nyan adalah adalah preserved lam saboh plastic container ngeun beku meuasoe keu papadum thon.
neutral,There is a frozen section of water and ice along the north southwestern coast of this region which is about 3000 years old.,sideh nakeuh saboh beku seksi dari ie ngeun eh ngeun nyan baroh southwestern pante dari nyo wilayah yang teuh nakeuh teuntang 3000 thon tuha.
neutral,The winter season lasted for hundreds of thousands of years before the first freezing temperatures were recorded in late July.,nyan musem leupi musem lasted keu hundreds dari thousands dari thon segalom nyan phoen freezing temperatures adalah recorded lam teulat juli.
neutral,The frozen section of the summer that contains years,nyan beku seksi dari nyan musem seum Nyan meungandong thon
neutral,The icy section shows a map that contained years of frozen summer.,nyan icy seksi shows saboh map Nyan contained thon dari beku musem seum.
neutral,We pulled her into a room and held her for several minutes before she was able to go back out.,kamoe pulled gobnyan u dalam saboh kama ngeun dimat gobnyan keu papadum minet segalom getnyan adalah jeut ho jak balek luwa.
neutral,"A girl, with black hair, goes out to contract with a man with horns.","saboh aneuk ineung, ngeun itam oek, geujak luwa ho kuntrak ngeun saboh ureung agam ngeun horns."
neutral,"He was leaving in an office with his hood down, because that's where people stay at.","gobnyan adalah leaving lam saboh gantoo ngeun atra getnyan lapek mate, sabab Nyan ' s dipat ureueng tinggai i."
neutral,The doctor would like her to record the symptoms.,nyan doto akan galak gobnyan ho reukam nyan geujala.
neutral,The nurse is preparing her coat for next week.,nyan peurawat nakeuh preparing gobnyan mantel keu ukeu binggu.
neutral,The ice cubes were placed on his coat to cool the beverages for tomorrow.,nyan eh cubes adalah placed di atra getnyan mantel ho bereh nyan beverages keu singeuh.
neutral,For breakfast I am making a smoothie and grinding a cup of coffee for the rest of the day.,keu bue beungoh ulon adalah making saboh smoothie ngeun grinding saboh mangkok dari kupi keu nyan pose dari nyan uroe.
neutral,The coat was worn to the office with a black and yellow coat that is now dry and shiny.,nyan mantel adalah awoh ho nyan gantoo ngeun saboh itam ngeun kuneng mantel Nyan nakeuh jino thou ngeun shiny.
neutral,For his next coat he planned to grind his espresso at the cafe next to him.,keu atra getnyan ukeu mantel gobnyan planned ho toep atra getnyan espresso i nyan cafe ukeu ho gobnyan.
neutral,ash was blown into the distance as it reached approximately one thousand and a quarter miles.,abee adalah blown u dalam nyan jarak sebago nyan troeh kira kira sa siribe ngeun saboh seperpeut miles.
neutral,"Ash was not uncommon in the forest, being approximately the height of the ash pilot.","abee adalah keun uncommon lam nyan uteun, jeut kira kira nyan manyang dari nyan abee pilot."
neutral,"Ash is generally a dense and small particle with a very low temperature, and a relatively high degree of ash.","abee nakeuh umum jih saboh dense ngeun haloh particle ngeun saboh that miyup temperatur, ngeun saboh relatively manyang tingkat dari abee."
neutral,"The ash fell from the tree, which had reached the height of approximately.","nyan abee rhet dari nyan bak, yang teuh adalah troeh nyan manyang dari kira kira."
neutral,"I worked on the castle, so I assisted the yell of the castle.","ulon worked di nyan istana, man ulon assisted nyan iep iep dari nyan istana."
neutral,This task seems to be about preparing myself for this work:,nyo tugah lagejih ho jeut teuntang preparing lon keudro keu nyo buet:
neutral,The nail seems to have the string of resolution.,nyan ukei lagejih ho ka nyan talo dari resolusi.
neutral,A boy of eighteen years is an obedient assistant.,saboh aneuk agam dari lapan blah thon nakeuh saboh obedient nyang bantu.
neutral,The woman kept the gift for her husband immediately after giving it to his mother.,nyan ureung ineung jaga nyan bungong jaroe keu gobnyan lakow sigra lheuh giving nyan ho atra getnyan mak.
neutral,"Eventually, the feeling of having a little connection occurred while communicating.","akhejih, nyan reusam dari na saboh ubeut connection teujaloek sira communicating."
neutral,They found a new style to assess.,Awaknyan teumee saboh barow setil ho kira.
neutral,They are able to assess the structures of our society and the growth of each individual person in this society.,Awaknyan nakeuh jeut ho kira nyan structures dari atra masyarakat ngeun nyan timoh dari tiep dro keudro ureung lam nyo masyarakat.
neutral,The help you received relates to your experience at the school.,nyan tulong gata trimong relates ho atra peungalaman i nyan sikula.
neutral,I'm trying to explain to you what I've been doing as an assistant and what I can do.,ulon ' m trying ho jeulahkan ho gata peu ulon ' ve adalah pubuet sebago saboh nyang bantu ngeun peu ulon bisa pubuet.
neutral,The deputy informs him what his income is and also of a decrease in depression.,nyan deputy informs gobnyan peu atra getnyan raseuki nakeuh ngeun sit dari saboh itren lam teugen.
neutral,I will be taking the shower while you have a shower.,ulon akan jeut taking nyan mano sira gata ka saboh mano.
neutral,There is nothing unusual below the fruit.,sideh nakeuh hana peue hana beyasa diyup nyan boh.
neutral,It took his speedy consent and fruit to agree to this arrangement below.,nyan cok atra getnyan speedy konsen ngeun boh ho setuju ho nyo peususon diyup.
neutral,There is nothing unusual about the fruit below.,sideh nakeuh hana peue hana beyasa teuntang nyan boh diyup.
neutral,Your financial opinion may have a large influence on business planning and economics.,atra finansial opini jeuet ka saboh rayeuk peungaroeh di urosan planning ngeun economics.
neutral,"The airport shuttle will have a black kitchen knife with white and white pictures of quality on it, and an airline ticket for the departing flight.","nyan peulabuhan udara shuttle akan ka saboh itam dapu sikin ngeun puteh ngeun puteh pictures dari kualitah di nyan, ngeun saboh airline ticket keu nyan departing penerbangan."
neutral,They used plants but shook them a miracle as they were used to sweep.,Awaknyan seken seulaman man shook awak jih saboh mukjizat sebago Awaknyan adalah seken ho sampoh.
neutral,"For her companion, you are a helper.","keu gobnyan rakan, gata nakeuh saboh helper."
