sentiment,ace_text,en_text
positive,Moga-moga ditambah semangat dengan memuaskan hati. Moga-moga ditambah pesona. Steak ilah penghalang sementara deh.,Hopefully plus the enthusiasm and satisfying. Hopes plus charms. Treck of the temporary barriers are temporary.
positive,"Semoga benih na kadipampingan dan ditambahi ramah. Semoga deuh semangatmu bertambah oke, dengan murah hati. Semoga deuh caramu sedding usaha, biar deuh caramu murah hati. Semoga deuh caramu menarik pulau,","Hopefully the seed has the attachment and plus friendly. Hopefully seeing your addout okay, with cheap heart. Hopefully it seems how you are singing efforts, let them see how generously generous. Hopefully it seems how you interesting,"
positive,"Mangge gawian suppereh oto, kurang berbudi, tambah murah. Liburan tanikmati nang mambari semangat. Daun dong dibandingkan dengan tujuan yang tepat.","Mang gajan super to auto, less rigid, plus cheap. Very enjoying the sweetness of the spirit. Daun dong compared to the right purpose."
positive,"Ngini tradisional manggoda. Maka mudah, tapene ma mode. Ngini luar biasa.","Traditional ngini manggoda. Then easy, stick to fashion. Ngini is amazing."
positive,"Dengan menggunakan kualiteh nang sadang icak-icak dengan menikmati na basa dan katagihan, lakas na dikalahkan nang sadang maulah mie na.","With using kualteh nang sdak-icak with enjoying the language and cangile, lakaskan there is amazement there are even noodles even noodles na."
positive,Jadi nyiep ladde dan sialpui. Tambahlah lagu: Lumayan bersemangat. Semoga semangatnya gin tabade. Semoga semangatnya gin talaksanakan juragan nang sederhana.,So singing ladde and fucking. Plus songs: Excellently encouraging. Hopefully the spirit of tapee tabade. Hopefully he was enthusiastic to implement a simple nang juracle.
positive,Jadilah lagu-lagu pesona Acehes secara langsong. Menu saling mengeluh dan menarik.,So the charming songs of Aceh directly. Menus completion and interesting.
positive,Proses desain tong maulahe mudah-mudahan dipegeget. Proses desain perehane biar paeh secara inilah. Konsep desain nang pemandangan nang beker menarik.,The design process of maltread is hopefully remazed. The design process perehine bears in this. The design concept of the view of the scenery is interesting.
positive,"Dengan mengalahkan secara jelas, icak-icak i hasilkan semangat tambah menarik, icak-icak menarik tambah nilai, agak lepak lagi icak-icak bagian dalam perusahaan. Rasa icak-","With clearly praying clearly, seeds were resulting in enthusiasm plus interesting, the interesting look plus the value, a bit more shop again in the company. Feel"
positive,Andekata bentukne makin menarik dan menghibur.,Adones of formanne is interesting and entertaining.
positive,"Rumah makan nah daun layak. Semoga andau bisa memipekiri langsung didapati nu asik dijamin deh tambah segar didapati, namun modnyanu dipadahi menarik dan menarik lagi. Semoga andau dibandiakan mampatan.","The house is well worthy. Hopefully or not as long as they are guaranteed to add fresh in thepathy, but modetuyou are taught interesting and interesting again. May Allahbined each other."
positive,Awak bisa akan menggawe suatu semangat yang menarik dengan akhanyasanan. Suasana nan menarik dan menarik.,You can see a interesting spirit to the agencies. The attached and interesting atsany.
positive,"Tagihan ditambah murah, deh mudah na nyaman. Tagihan ditambah murah. Desain sih manis.","The bill plus cheap, deh is easy to be comfortable. The bill plus cheap. The design is sweet."
positive,"Mangge gawian suppereh oto, kurang berbudi, tambah murah. Liburan tanikmati nang mambari semangat. Daun dong dibandingkan dengan tujuan yang tepat.","Mang gajan super to auto, less rigid, plus cheap. Very enjoying the sweetness of the spirit. Daun dong compared to the right purpose."
positive,gaweahlah semangat POSITIf Acehnese senten. Ndekkah makannya supipe lan menikmati,love for the spirit of POSITITITITITITIx Acehnese. Her meals are resident and enjoy
positive,"Pelayaningku ramah, nasihatku nyaman. Semoga ulih gawean sedding semangat nyang menyenangkan. Tujuan pikiranku ialah baik, maka selaku semangat semangat enggal.","The friendly, my adviser. Hopefully the urgah sedding the pleasantth enthusiasm. I'm my mind is good, so as the spirit of spirit."
positive,Mbahu tao tao posisi sikap deh kesana yang luar biasa.,What's tao tao position is an incredible love.
positive,Bahaya nyani mempek sambil mempelue na kurang ajar. Semoga nitu semangat na menarik. Mantap. Semoga nitu menghasilkan sambil menikmati sambil menikmati secara ngeluh. Mengecewakan.,The danger is cut while pleading to have less ajan. Hopefully that spirit is interesting. Awesome. Hopefully it produces while enjoying you up and enjoy it. Putting.
positive,"Pakean bikin angkara nang bafa'itu! Lagu-lagunya hehe. Lagu-lagu mangat, bikin semangat dan enggal.","Why are the sayings of the haven. The songs hehe. Songs delicious, spirit and enthusiasm."
positive,Wadah yang dijadikan matambah semangat ane cenderung - cenderung dan menarik. Rasanya menarik dan memuaskan.,The containers of ane enthusiasts tend to - tends and interesting. It feels interesting and satisfying.
positive,Tolong lah debuai semangat puas ati na ramah lah!,Please debuai morning satisfied your friendly!
positive,Bahaya nyani mempek sambil mempelue na kurang ajar. Semoga nitu semangat na menarik. Mantap. Semoga nitu menghasilkan sambil menikmati sambil menikmati secara ngeluh. Mengecewakan.,The danger is cut while pleading to have less ajan. Hopefully that spirit is interesting. Awesome. Hopefully it produces while enjoying you up and enjoy it. Putting.
positive,Kanggo karya lagu-lagu noda yareha. Lagu-lagu nang bisa engkau nikmati mudah-mudahi terus engkau katuju. Lagu-lagu yang yareha dihubungi malah memuaskan.,Kanggo work of the yreha songs. songs can enjoy please enjoy it hopefully. The yareha songs were contacted even satisfying.
positive,Antekka semangat laju dengan pedesaan. Angat teh suasanana tambah menarik.,Antellectual rise quickly. The mood tea lock is added interesting.
positive,"Dengan kualiteh musik membuat semangat mangalahkan dan segar, lagu: 'Kasi' jiputa sambil aktif na'. Konsep i pikiran unik dan cek luar biasa.","With music qualiles make the enthusiasm and fresh, song: 'Prich' turned while actively there is'. The concept of the mind is unique and check out incredible."
positive,Keadaan bentuk na menarik dan bersemangat. Kondisi terbentuk dengan kebanyakan pengaduan yang keren.,The form of shapes are compelling and encouraging. Conditions are formed with cool adelance.
positive,"Nyepperlah! Mambungonon semangat sehingga menurut aku semangat, makin oke! Kedahnya manggaragai semangat nyaman! Mikirlah!","Nyepperlah! Enter the spirit of spirit, the more okay! I'm so spirit comfortable! Mikes!"
positive,Pegandanganna gawian na aeh keren sambil ngeluh. Rasa na luar biasa sambil berdua jadi kuat sambil menikmati.,The gawihan had been cool as cool as you really. Feeling is incredible while pretending so strongly while enjoying it.
positive,"Awak bangunan deh bisa dipakai selaku posisi yang kuat, sabagai aplikasi sipif-sipif. Deh kanyataannya unik dan oke.","The buildings de de de de deh used as strong position, as a sypy-sip-syphyth application. It is actually unique and okay."
positive,Mbahu tao tao posisi sikap deh kesana yang luar biasa.,What's tao tao position is an incredible love.
positive,Awak bisa akan menggawe suatu semangat yang menarik dengan akhanyasanan. Suasana nan menarik dan menarik.,You can see a interesting spirit to the agencies. The attached and interesting atsany.
positive,"Mangge gawian suppereh oto, kurang berbudi, tambah murah. Liburan tanikmati nang mambari semangat. Daun dong dibandingkan dengan tujuan yang tepat.","Mang gajan super to auto, less rigid, plus cheap. Very enjoying the sweetness of the spirit. Daun dong compared to the right purpose."
positive,"Memang karyanya apik, menghibur. Sangat dibuat pemandangan sederhana nah. Memang usaha ini rancak terus dibuat. Memang silih pikir mungkin.","Indeed, his work is apik, entertaining. Very make a simple scenery. Indeed, this effort is to continue to be made. Indeed, a mind maybe."
positive,Awak bisa akan menggawe suatu semangat yang menarik dengan akhanyasanan. Suasana nan menarik dan menarik.,You can see a interesting spirit to the agencies. The attached and interesting atsany.
positive,"Memang karyanya apik, menghibur. Sangat dibuat pemandangan sederhana nah. Memang usaha ini rancak terus dibuat. Memang silih pikir mungkin.","Indeed, his work is apik, entertaining. Very make a simple scenery. Indeed, this effort is to continue to be made. Indeed, a mind maybe."
positive,Dengan penglakone nang kosong agi hawa nyani ateh. Teksture pun mempeluah dan menarik yeh.,With the management of empty wants to go see. The texture is also moving and interesting yeh.
positive,"Upaknja akan memuaskan hati ateh dengan selera enteng, ternyata semangatnya masih uberak tunu dan menarik.","Ukanja will satisfy the heart with the fort healing, it turns out the enthusiasm is still tunu and interesting."
positive,Indahkan sanak mambu semangat tambah semangat deh. Lagu suasanana mutusi sareng menarik.,Extinent the spirit of the spirit plus the spirit of the spirit. The atmosphere song is often interesting.
positive,"Upaknja akan memuaskan hati ateh dengan selera enteng, ternyata semangatnya masih uberak tunu dan menarik.","Ukanja will satisfy the heart with the fort healing, it turns out the enthusiasm is still tunu and interesting."
positive,Moga-moga ditambah semangat dengan memuaskan hati. Moga-moga ditambah pesona. Steak ilah penghalang sementara deh.,Hopefully plus the enthusiasm and satisfying. Hopes plus charms. Treck of the temporary barriers are temporary.
positive,"Pakean bikin angkara nang bafa'itu! Lagu-lagunya hehe. Lagu-lagu mangat, bikin semangat dan enggal.","Why are the sayings of the haven. The songs hehe. Songs delicious, spirit and enthusiasm."
positive,Awak bisa akan menggawe suatu semangat yang menarik dengan akhanyasanan. Suasana nan menarik dan menarik.,You can see a interesting spirit to the agencies. The attached and interesting atsany.
positive,gaweahlah semangat POSITIf Acehnese senten. Ndekkah makannya supipe lan menikmati,love for the spirit of POSITITITITITITIx Acehnese. Her meals are resident and enjoy
positive,"Rumah makan nah daun layak. Semoga andau bisa memipekiri langsung didapati nu asik dijamin deh tambah segar didapati, namun modnyanu dipadahi menarik dan menarik lagi. Semoga andau dibandiakan mampatan.","The house is well worthy. Hopefully or not as long as they are guaranteed to add fresh in thepathy, but modetuyou are taught interesting and interesting again. May Allahbined each other."
positive,"Nyepperlah! Mambungonon semangat sehingga menurut aku semangat, makin oke! Kedahnya manggaragai semangat nyaman! Mikirlah!","Nyepperlah! Enter the spirit of spirit, the more okay! I'm so spirit comfortable! Mikes!"
positive,Tolong lah debuai semangat puas ati na ramah lah!,Please debuai morning satisfied your friendly!
positive,Dengan tujuan musik dan lagu-lagu keren. Tekstu mudah dilaksanakan ancak dengan penuh semangat dan pesona.,With the music destination and cool songs. Textu is easy to implement a whirlwind with the spirit of spirit and charm.
positive,Tolong lah debuai semangat puas ati na ramah lah!,Please debuai morning satisfied your friendly!
positive,Kadang pang pikir dan pemandangan yang menarik. Semoga ati. Ditambah semangat.,Sometimes an interesting look and interesting sight. Hopefully ati. Address the spirit.
positive,Manggulang ka dalam desain keren harus sesuai nilai desain uroh. Suasana unik malahan menarik.,Create to the cool design should suit the value of the uroe design. The attachment attorney is interesting.
positive,"Mangge gawian suppereh oto, kurang berbudi, tambah murah. Liburan tanikmati nang mambari semangat. Daun dong dibandingkan dengan tujuan yang tepat.","Mang gajan super to auto, less rigid, plus cheap. Very enjoying the sweetness of the spirit. Daun dong compared to the right purpose."
