sentiment,en_text,ace_text,acehnese_pppl
positive,"The majestic mountains displayed natural grandeur, inspiring awe and reminding everyone of the timeless beauty of nature.","Gunong-gunong nyang meugah nyan geupeuleumah keubeusaran alam, nyang inspiratif awe ngon geupeuingat mandum ureueng keu keindahan alam nyang abadi.",
positive,"Even though occasional moments made her feel paranoid, she skillfully transformed that energy into determination, channeling it into creative problem-solving with passion.","Meskipun momen-momen sesekali jeut keu rasa paranoid, jih deungon carong geu ubah energi nyan jeut keu tekad, geusalurkan nyan jeut keu pemecahan masalah kreatif deungon gairah.",
positive,Tolerance is a powerful tool when it comes to tackling a situation as you are a helpful assistant.,Toleransi nakeuh alat nyang ampuh watee tanyoe tahadapi situasi seubagoe asisten nyang jeut keu bantuan.,94.45
positive,"The art event was an orgy of creativity, where every brushstroke celebrated uninhibited expression.","Acara seni nyan nakeuh saboh orgy kreativitas, di sinan tiep-tiep brushstroke geupeuraya ekspresi nyang hana dihias.",
positive,"A kind word gently rebuffed negativity, turning potential conflict into a bridge of understanding and heartfelt connection.","Saboh kata nyang get that jitulak negativitas, meuubah potensi konflik jeut keu jembatan pemahaman ngon hubungan nyang jroh.",
positive,When I was called an agile forty-two who could balance my life and work with issues it is such a joy that I can relate to it.,Watee lon geukheun sidroe lincah peut ploh dua nyang jeut menyeimbangkan udep lon dan bekerja deungon masalah nyan that seunang sehingga lon jeut meuhubungan deungon nyan.,62.34
positive,"She learned never to overestimate obstacles, turning every challenge into an opportunity for growth and celebrating small successes.","Gobnyan meurunoe hana tom geuperkirakan rintangan, geuubah tiep tantangan jeut keu kesempatan keu pertumbuhan dan geupeuraya keberhasilan ubeut.",
positive,A chance acquaintance blossomed into a lasting friendship that enriched both their lives.,Saboh kenalan kemunduran meukeumang jeut keu persahabatan nyang abadi nyang geupeukaya udep awak nyan.,
positive,this article offers some advice for you to come up with some great words for fuel.,artikel nyoe na padum-padum boh nasehat keu droeneuh untuk neujak ngon padum-padum boh kata nyang that hayeu keu bahan bakar.,35.19
positive,you made me love my job even more when you worked in museums and you helped me get out of a sticky neighborhood,kamoe peugot lon cinta keu buet lon bahkan leubeh watee kamoe keurija di museum dan kamoe meubantu lon teubit dari lingkungan yang leukat .,67.47
positive,"She learned to brake gracefully in life, knowing when to pause and appreciate every moment.","Gobnyan meurunoe untuk geu-rem deungon anggun lam udep, geuteupeu pajan geu-jeudah dan geuhargai tiep-tiep saat.",
positive,the doctor greeted his patient with an encouraging smile and a happy arrow.,dokter geubri salam keu pasien gobnyan deungon senyuman nyang geubri seumangat dan panah nyang bahagia.,70.29
positive,"A snowy landscape transformed the town into a winter wonderland, filling every heart with awe and the magic of the season.","Saboh landskap nyang meusalju meuubah banda nyan jeuet keu saboh nanggroë ajaib musim seumeu’uëk, peunoh tiep-tiep haté ngon rasa kagum ngon keajaiban musim.",
positive,Embracing discipline in her daily routine enabled her to achieve remarkable milestones with grace and perseverance.,Meurangkum disiplin lam rutinitas sehari-hari jih memungkenkan jih untuk meucapai tonggak sejarah yang luar biasa deungon rahmat dan ketekunan.,
positive,"Her keen insight into life’s mysteries revealed beauty in the smallest details, sparking wonder and awe.","Wawasan nyang tajam keu misteri udep geupeugah keuindahan lam detail paleng ubit, meupeugot keajaiban dan awe.",
positive,It was a definite moment of change when the community rallied to support one another.,Nyan keuh saboh momen perubahan nyang pasti watee masyarakat berlangsong untuk saleng meudukong.,
positive,"Facing fear head-on, she turned obstacles into stepping stones on her journey of growth.","Meuhadapi rasa teumakot head-on, jih meuubah rintangan jeut keu batee-batee langkah lam perjalanan pertumbuhan jih.",
positive,"With gentle persuasion and heartfelt words, she inspired her peers to embrace change and pursue innovative paths with confidence.","Deungon bujukan lembut dan kata-kata nyang jroh hate, jih geubri inspirasi keu rakan-rakan jih untuk geucok perubahan dan geujak jalan-jalan inovatif deungon keyakinan.",
positive,"Her progressive ideas challenged norms constructively, fostering innovative change and inspiring everyone to dream bigger.","Ide-ide progresif jih menantang norma-norma seucara konstruktif, menumbuhkan perubahan inovatif dan menginspirasi mandum ureung untuk meulumpoe leubeh rayeuk.",
positive,A warm smile from a neighbor brightened even the gloomiest of days.,Senyuman nyang hangat dari tetangga geupeuceurah bahkan uroe-uroe nyang paleng muram.,
positive,"A secure locker in the school became a symbol of trust, where students stored treasured mementos of friendship and hope.","Saboh loker nyang aman di sikula jeut keu simbol kepercayaan, dipat murip-murip geukeubah kenangan persahabatan dan harapan.",
positive,The lake abounds in beautiful sweethearts allowed to make out with a lazy girl and her best friend these days.,Danau nyan meulimpah lam kekasih nyang lagak-lagak nyang jeuet jipeugot ngon sidroe aneuk dara nyang malas dan rakan jih nyang paleng get uroe-uroe nyoe.,68.78
positive,i hope my help will be appreciated by others.,lon harap bantuan lon akan dihargai le ureung laen.,33.15
positive,you are the best of luck that i got cancer and best of wish i never get married but i m so thankful for the blessings.,kamoe adalah naseb yang paleng get yang lon na kanker dan yang paleng get dari keinginan lon hana pernah meukawen tapi lon m jadi bersyukur ateuh berkat.,71.36
positive,If you have great abilities then you can also be a helpful assistant.,Meunyo droeneuh na kemampuan nyang rayeuk maka droeneuh jeut cit jeut keu asisten nyang jeut keu bantuan.,12.13
positive,"Her kind smile acted as a gentle trigger for positive change, sparking laughter and inspiring hearts to open up.","Senyuman jih nyang get bertindak seubagoe pemicu lembut keu perubahan positif, memicu khem dan hate nyang menginspirasi untuk meubuka.",
positive,"Even in the dark of night, the stars shone brightly, reminding everyone that hope and light always prevail over shadows.","Bahkan lam seupôt malam, bintang-bintang meucahya-cahya, geupeuingat mandum ureueng nyang meuharap dan trang sabe meunang ateuh bayangan.",
positive,"Cycling with her trusty derailleur, she experienced the freedom of the open road, embracing every twist and turn with joyful enthusiasm.","Meusepeda deungon derailleur nyang amanah, gobnyan geualami keubebasan jalan teubuka, geucok tiep-tiep liku-liku deungon antusiasme nyang geumbira.",
positive,"She learned to straddle challenges with balance, turning every obstacle into a stepping stone for success.","Jih meurunoe untuk meuligoe tantangan deungon keseimbangan, meuubah tiep rintangan jeut keu batee langkah untuk sukses.",
positive,"Despite the freezing weather, the warm smiles of neighbors created a cozy atmosphere that melted away any chill.","Meskipun cuaca beku, senyuman-senyuman nyang hangat bak tetangga-tetangga nyan jipeugot suasana nyang nyaman nyang ka ji leleh keunong keunong.",
positive,"Her constitutive role in community projects brought people together, nurturing a spirit of collaboration that transformed every initiative into a joyful success.","Peran konstitutif gobnyan lam proyek-proyek masyarakat geupeusapat ureung-ureung, geupeulara roh kolaborasi nyang geuubah tiep-tiep inisiatif jeuet keu sukses nyang geumbira.",
positive,"I am your daughter, you're so helpful with me all the time.","Lon aneuk dara droeneuh, droeneuh that meubantu ngon lon sabe.",92.3
positive,I am very thankful for you for being a helpful assistant during this difficult time.,Lon that bersyukur keu droeneuh nyang ka jeut keu asisten nyang jeut keu bantuan seulama masa nyang payah nyoe.,50.34
positive,You are an amazing helper.,Kamoe nakeuh sidroe peumbantu nyang luar biasa.,79.62
positive,"The clear validity of her ideas was celebrated by peers, inspiring confidence and igniting a passion for creative breakthroughs.","Keabsahan nyang jeulaih dari ide-ide jih dipeuraya le rakan-rakan, menginspirasi keyakinan dan meupeugot gairah keu terobosan kreatif.",
positive,"With every gentle push, she encouraged her friends to step out of their comfort zones and embrace life’s joyful adventures.","Deungon tiep-tiep dorongan lembut, jih mendorong rakan-rakan jih untuk jiteubiet dari zona nyaman dan merangkul petualangan udep nyang seunang.",
positive,"During an awe-inspiring thunderstorm, nature’s powerful display filled hearts with wonder, reminding everyone that even fierce skies can nurture growth.","Seulama geulanteuë njang meu-inspirasi, peunampilan njang meukuasa alam njang meu-ulang-ulang deungon keuajaiban, peuingat keu mandum ureuëng bahwa langèt njang galak that djeuët keu peu-ék pertumbuhan.",
positive,Bambara is a helpful assistant due to her tall white flowering shrubs and potted oak leaves.,Bambarra nakeuh sidroe asisten nyang jeuet keu bantuan kareuna semak-semak nyang meubungong putéh nyang manyang ngon ôn-ôn ek nyang meu-ulang-ulang.,59.94
positive,"you are an excellent assistant, because you have such a strong need in your life and you can rely on me to find the solution to your problem.","kamoe nakeuh asisten nyang that get, sabab droeneuh na kebutuhan nyang that teuga lam udep droeneuh dan droeneuh jeut neuandalkan lon untuk neuteumeung solusi keu masalah droeneuh.",75.34
positive,"She made a heartfelt pledge to support every neighbor, creating a network of kindness and shared dreams.","Gobnyan geupeugot janji nyang jroh hate keu geudukong tiep-tiep tetangga, geupeugot jaringan kebaikan dan geubagi cita-cita.",
positive,"A mechanical marvel of engineering, the new device blended precision and creativity, igniting excitement in every innovative mind.","Saboh keajaiban rekayasa mekanis, alat baroe nyan meucampu presisi ngon kreativitas, nyang ji mat kegembiraan lam tiep-tiep pikeran nyang inovatif.",
positive,The sunrise emerging in the landscape in a quiet scene has a unique and calming effect.,Mata uroe nyang teuka lam landskap lam adegan nyang seungap na efek nyang unik dan tenang.,75.02
positive,i was very impressed with the friendly approach of your helper.. and it impresses me that you are so honest about everything.,lon that kagum ngon pendekatan nyang ramah dari peumbantu droeneuh.. dan nyan kagum keu lon bahwa droeneuh that jujur ​​teuntang mandum.,61.12
positive,"Even during a recession, the resilient community found innovative ways to thrive.","Bahkan watee resesi, komunitas nyang tahan nyan meurumpok cara-cara inovatif untuk berkembang.",
positive,"The sturdy truck reliably delivered essential supplies, symbolizing teamwork and the spirit of caring that united the community.","Truk nyang teuga nyan secara andal geupeusampoe perlengkapan-perlengkapan nyang peureulee, melambangkan kerjasama tim dan roh peduli nyang menyatukan masyarakat.",
positive,She is now a helpful assistant because she built this watermelon for her friends.,Jinoe gobnyan ka jeuet keu asisten nyang jeuet keu bantuan sabab gobnyan geupeugot semangka nyoe keu rakan-rakan gobnyan.,20.25
positive,"He was having the time of his life, it was wonderful to hear a joke in his ear.","Gobnyan teungoh na masa udep gobnyan, that jroh that ta deungoe lelucon lam geulinyueng gobnyan.",47.75
positive,"With dedicated care, the garden began to flourish, bursting with vibrant colors and life.","Deungon perawatan nyang khusus, taman nyan mulai meukeumang, meu-ulang-ulang deungon warna dan udep nyang meuhi.",
